id,message
6500,please check and repeat this song one time more
9871,whats the traffic density in
1718,volume louder please
394,"awesome job, you did well."
2732,please check if there is a new email on the inbox
2318,how do i make cookies
5235,lower lights now
1470,set alarm for reminder
4017,tell me a joke about chickens
8955,any low priced delicacies
7068,play thinking out loud next
1021,book ticket for paris by train
7496,given me the exchange rates between u. s. d. and cad
2651,just add a new email in my contacts from michael
8722,send a tweet to kroger about being overcharged for groceries
774,what's the value of the euro relative to nzd
8211,did the price of walmart stock go up or down
6156,find list and remove apple
5153,period the light should be in dim
7740,what is a banana
1537,please turn down the volume
4778,vacuum the dining room
270,yeah that is correct.
3850,please further rephrase it.
4417,i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz
10276,compose a new email to ray
221,does contact mona has an email as well
719,please turn on my music
7646,please describe about microwave
3536,could you please check that.
6831,can you pause the audio
8736,hello my item which i bought from some one has gone out of order
46,set alarm at six thirty am
7218,next podcast
4505,find me the cheapest copy of the four hour body
5228,dim the living room lights
5128,change the light color to white
6802,play biography of jackie kennedy
7989,what is twelve times eight
3726,doesn't really matter with me.
9393,can i get a train ticket to chicago for next saturday around noon
9240,do they deliver
5999,there are anything in my list
317,"it does not matter to me, olly."
1598,silence
6059,remove night night playlist
9500,can i get a taxi to come to my house in an hour
7942,what movies is kevin spacey in
8085,have stocks gone up or down today for walmart
836,what is twenty percent of one hundred and twenty
1460,set an alarm at six am
8766,post the following status to facebook
3551,did you get that correctly?
7394,turn on wfrn ninety nine point one
2489,change this time zone to washington
10727,launch game
5346,turn off the bathroom lights
3266,yeap exact response to command.
10798,what's the rate between the u. s. d. and ukraine's currency
399,is the data prefers any problems in objects
3164,send an email to bill that i'm sorry i didn't realize he was so sick
7414,hey olly play the radio
10317,olly please can you shut off.
10079,decrease the volume to ten percent
6420,do you know about this lyrics
7620,what is price of dollar
4454,about reality in world
9358,directions to virginia beach va
8158,how much does stock cost in walmart
10474,start my robot vacuum cleaner
8274,are there any interesting events around this area
6873,please play this game
3928,can you please explain more on last sentence to me.
10817,define forensic
9003,call china wok
5002,can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone
1573,mute the living room speakers
3385,i like you stop it.
5789,make list
10022,is it supposed to rain tomorrow
2983,show me the information of friend
3268,it's amazing.
9552,get me an uber please
5679,turn on when plugged in else turn off
9665,train ticket please
5144,want to have vibrant colours
6401,whose song is this
4637,please would you speak one more again.
9579,book me the cheapest train ticket to new york
10719,start the audiobook file for where i left off in a tale of two cities
8786,please say the following on facebook
2036,find my next event and delete it please
7874,when was dolly parton born
9356,can you give me train times for ann arbor
4462,journal entry for today
8234,can you tell me some fun things to do in kentucky
1564,can you place the sound on mute
5842,pick up dry cleaning tomorrow
547,turn on the plug
2826,did i get an email from jen last night
5828,my new health check up new list
8,check whether i have set any alarms for tomorrow morning
11004,ask peking garden when my food will arrive
6227,nice music
2333,how much meat should i buy to serve ten people
9993,what was the weather for the week
9953,what's the weather in toronto today
1582,set mute mode for one hour
1979,hi olly please cancel all the programs for friday
10739,i want to play rock paper scissors let's play
9123,when my takeaway order will arrive
6525,stop after current song
4533,today some things happened
7269,play the serial podcast
4918,brew me some coffee
9907,weather forecast please
3974,would you again rephrase me on your words please.
2904,does bob live in france
5413,turn on the lights that are outdoors
8364,what's interesting around here
9000,give me options for indian carryout under dollars
135,see if john is available for a meeting on monday
8899,what did happen today
6531,olly shuffle playlist
5540,turn the lights higher
3867,i don't understand what you just said now.
5996,what is on this list
4792,have my iroomba clean the house
365,"wait, i think that's not the right answer."
1790,can you speak louder
8166,what is the value of the yen right now
3678,"anything is fine to me, olly."
6173,save this song in my great songs category
2698,locate the email to giant eagle and put it into my contact list
7933,why did bob dylan earn a nobel peace prize
8482,find local shops
1924,what time do i work tomorrow
4818,start the vacuum at nine am
3139,send an email to my boss about my leave
4887,i need one cup of coffee
6555,how is president's trump office proceeding
6108,delete mike stein from contacts list
1697,set the volume higher
6417,tell me the song that is currently playing
3210,yeap that's right.
8027,what is the remainder when five hundred and twenty one is divided by three
5526,connect to lights
5370,turn off lights in all bathrooms
8073,figure out what percentage thirty is of one hundred and sixty three
5961,read that list back to me please
9454,get city cab here to airport
7209,play the seventh episode of the morning after
56,quiet please
1296,disable the first alarm
8577,fast and the furious
1226,how many alarms have i set
8163,what is the daily price of johnson and johnson stock
9298,when is the next train to glasgow from aberdeen
8668,i would like to make a post on times twitter
4891,make coffee
7880,how many kilograms is two hundred and ten pounds
10489,can you set my coffee machine to make me coffee at seven am
4573,tell me what you just said once again please.
8581,whats a new sci fi movie
4418,find me a good wine shop that stock old wines like older than ten years navigate me to that shop
982,navigation search
8540,which restaurant is there in shivaji nagar
3648,will you check and confirm that please.
3843,"s2, i was not clear about it."
654,add newscast time to daily schedule
7249,play my favourite podcast
3396,olly could you shut up please.
1052,how long will it take me to get to park avenue considering current traffic
668,find me info on cars
10354,i don't really care.
2113,i have a meeting at noon today
3341,yeap correcly.
3488,"that is all, just stop."
2306,do we add rosemary in pasta
575,did i put toothpaste on my pick up list
4102,"oops, i think this was not the right response."
10662,what is the title and artist of this song
6645,celeb news
4363,thank you very much for your answers.
5970,is there anything left on my list
9649,book a rajdhani train ticket from mumbai to ahmedabad
8036,one plus two equal
8187,what is the stock price of hdfc
7350,open pandora app
2110,reminder about meeting from eight am to twelve pm
8774,post a complaint via twitter to cvs pharmacy
10002,do i need a light or heavy jacket today
3610,check last thing i said.
6021,remove my grocery list
6375,what music do i usually like after work
5438,please turn on my balcony lights
5860,what are all my lists
6205,save this channel on pandora please
2773,show unread new emails
7031,play jack johnson playlist music
9156,most rated delivery options for chinese food
9593,find me the cheapest train ticket to spain
7878,how many songs did michael jackson write
7092,initiate the music on the electronic playlist
1970,please clear out my calendar completely
2778,can you tell me my recent emails
9515,please book a taxi for me to go to the railway station
1484,add alarm
4572,please let's start over.
10368,what you have said was not so clear to me.
6320,what is the name of the artist that created this song
5347,please shut off the kitchen lights
2848,update on email
7802,what is the age of britney spears
